start_time,end_time,wav_file,emotion,val,act,dom
4.27,16.15,Ses04F_impro01_F000,xxx,2.5,4.0,4.0
19.78,25.7,Ses04F_impro01_F001,fru,2.5,4.0,4.0
26.89,29.82,Ses04F_impro01_F002,fru,2.0,4.5,4.5
35.98,39.35,Ses04F_impro01_F003,fru,2.5,4.0,4.5
40.27,43.28,Ses04F_impro01_F004,ang,2.0,4.0,4.5
43.28,50.7,Ses04F_impro01_F005,fru,1.5,4.0,4.5
51.1,56.83,Ses04F_impro01_F006,fru,1.5,4.5,4.5
59.75,70.76,Ses04F_impro01_F007,fru,2.0,4.0,4.5
74.62,78.72,Ses04F_impro01_F008,ang,1.5,4.0,4.5
80.0666,87.08,Ses04F_impro01_F009,ang,1.5,4.0,4.5
89.87,96.65,Ses04F_impro01_F010,ang,2.0,4.5,4.5
97.97,100.35,Ses04F_impro01_F011,fru,2.5,3.5,4.0
112.91,118.69,Ses04F_impro01_F012,ang,2.0,4.5,5.0
119.95,122.02,Ses04F_impro01_F013,fru,1.5,3.5,4.5
122.04,132.07,Ses04F_impro01_F014,ang,1.5,4.0,5.0
134.76,139.01,Ses04F_impro01_F015,xxx,1.5,4.5,4.5
139.03,143.48,Ses04F_impro01_F016,ang,2.0,4.5,4.5
143.48,146.09,Ses04F_impro01_F017,xxx,1.5,4.5,4.5
147.7,150.48,Ses04F_impro01_F018,xxx,1.5,4.0,4.5
150.5,152.54,Ses04F_impro01_F019,ang,2.0,3.0,4.0
152.56,154.54,Ses04F_impro01_F020,xxx,1.5,4.5,4.5
154.54,158.14,Ses04F_impro01_F021,ang,1.5,4.5,4.5
158.16,165.13,Ses04F_impro01_F022,ang,1.5,4.5,5.0
15.66,20.55,Ses04F_impro01_M000,fru,3.0,3.5,3.0
25.28,27.66,Ses04F_impro01_M001,fru,3.0,3.0,3.0
28.13,35.84,Ses04F_impro01_M002,fru,2.0,3.5,4.0
37.9,42.94,Ses04F_impro01_M003,fru,2.0,3.0,4.0
50.33,52.96,Ses04F_impro01_M004,fru,2.5,2.5,3.5
54.46,56.17,Ses04F_impro01_M005,ang,2.5,3.0,3.5
56.1881,60.02,Ses04F_impro01_M006,fru,2.5,3.5,4.0
60.04,65.64,Ses04F_impro01_M007,fru,2.0,3.0,4.0
68.03,71.43,Ses04F_impro01_M008,ang,2.5,3.0,3.5
71.45,74.7,Ses04F_impro01_M009,fru,2.0,3.5,4.0
74.7,76.49,Ses04F_impro01_M010,fru,3.0,3.0,3.5
76.52,79.08,Ses04F_impro01_M011,ang,1.5,4.5,4.5
87.03,89.89,Ses04F_impro01_M012,xxx,2.5,3.0,4.0
89.89,91.28,Ses04F_impro01_M013,fru,2.5,2.5,2.5
93.32,98.3,Ses04F_impro01_M014,ang,2.5,3.0,4.0
100.06,106.53,Ses04F_impro01_M015,fru,2.0,3.0,4.0
106.55,111.48,Ses04F_impro01_M016,fru,2.5,3.0,3.5
111.5,115.62,Ses04F_impro01_M017,fru,3.0,3.0,3.5
118.31,121.89,Ses04F_impro01_M018,fru,1.5,3.5,4.0
123.83,126.4,Ses04F_impro01_M019,xxx,2.0,3.5,4.5
131.28,139.0593,Ses04F_impro01_M020,xxx,2.5,3.0,4.0
139.08,141.8,Ses04F_impro01_M021,ang,2.0,4.0,4.5
145.26,148.57,Ses04F_impro01_M022,fru,1.5,4.0,4.5
148.69,151.21,Ses04F_impro01_M023,ang,1.5,4.5,5.0
151.22,155.47,Ses04F_impro01_M024,ang,1.0,4.5,5.0
165.43,168.51,Ses04F_impro01_M025,xxx,2.0,3.0,3.5
11.95,15.56,Ses04F_impro02_F000,sad,1.5,1.0,2.0
22.16,24.92,Ses04F_impro02_F001,sad,1.5,1.5,2.0
31.85,42.08,Ses04F_impro02_F002,sad,1.5,2.0,2.0
67.03,72.51,Ses04F_impro02_F003,sad,2.0,2.5,2.5
73.12,78.66,Ses04F_impro02_F004,xxx,1.5,2.5,2.5
84.48,88.45,Ses04F_impro02_F005,sad,1.5,2.0,2.5
91.04,94.17,Ses04F_impro02_F006,sad,1.5,3.0,3.0
97.0497,104.34,Ses04F_impro02_F007,sad,2.0,3.0,3.5
117.9363,122.29,Ses04F_impro02_F008,fru,1.5,2.5,2.5
123.06,132.5883,Ses04F_impro02_F009,sad,1.5,2.5,2.5
133.3402,140.2,Ses04F_impro02_F010,fru,1.5,3.0,2.5
146.81,149.37,Ses04F_impro02_F011,sad,1.5,2.5,2.0
156.4304,161.4,Ses04F_impro02_F012,ang,2.0,3.0,3.5
177.53,179.68,Ses04F_impro02_F013,fru,1.5,3.0,2.0
187.15,191.75,Ses04F_impro02_F014,fru,1.5,2.0,2.5
195.78,201.48,Ses04F_impro02_F015,fru,1.5,4.0,2.5
205.09,211.28,Ses04F_impro02_F016,fru,1.5,3.5,3.5
216.67,219.37,Ses04F_impro02_F017,ang,1.5,2.0,2.0
219.5,221.87,Ses04F_impro02_F018,ang,1.5,3.0,2.5
228.31,233.89,Ses04F_impro02_F019,fru,1.5,3.0,3.0
240.01,242.99,Ses04F_impro02_F020,fru,1.5,3.5,3.0
247.06,254.44,Ses04F_impro02_F021,xxx,1.5,3.5,3.0
263.39,266.033,Ses04F_impro02_F022,ang,1.5,2.5,2.5
278.62,288.12,Ses04F_impro02_F023,sad,1.5,3.5,2.0
299.14,300.67,Ses04F_impro02_F024,sad,1.5,3.0,1.0
7.3037,11.59,Ses04F_impro02_M000,sad,2.5,1.5,2.0
18.23,22.35,Ses04F_impro02_M001,sad,2.0,2.5,2.0
25.8,29.94,Ses04F_impro02_M002,fru,2.0,2.0,2.0
41.64,56.12,Ses04F_impro02_M003,fru,2.0,2.5,2.5
57.14,65.7929,Ses04F_impro02_M004,sad,1.5,2.0,2.0
70.75,72.4035,Ses04F_impro02_M005,fru,2.0,3.0,3.5
76.62,82.39,Ses04F_impro02_M006,fru,2.0,3.0,2.5
88.1,90.77,Ses04F_impro02_M007,xxx,2.5,2.5,2.5
93.93,96.21,Ses04F_impro02_M008,fru,2.5,3.0,3.0
105.17,111.7,Ses04F_impro02_M009,fru,2.0,3.5,2.5
112.82,116.83,Ses04F_impro02_M010,fru,2.5,2.0,2.5
140.85,145.35,Ses04F_impro02_M011,xxx,2.0,2.0,2.5
149.32,156.26,Ses04F_impro02_M012,sad,1.5,2.0,2.5
161.0,174.84,Ses04F_impro02_M013,fru,2.0,2.0,2.5
174.87,177.96,Ses04F_impro02_M014,fru,1.5,2.0,2.5
180.21,186.45,Ses04F_impro02_M015,fru,2.5,2.0,2.5
190.8,196.18,Ses04F_impro02_M016,fru,2.5,2.5,3.5
201.37,204.59,Ses04F_impro02_M017,fru,2.5,2.5,3.5
204.62,207.54,Ses04F_impro02_M018,ang,2.5,3.5,3.0
211.16,216.31,Ses04F_impro02_M019,fru,2.0,2.5,2.5
221.47,230.28,Ses04F_impro02_M020,ang,2.0,3.0,2.5
233.78,240.49,Ses04F_impro02_M021,ang,2.0,3.5,3.0
242.22,247.49,Ses04F_impro02_M022,xxx,2.0,3.5,3.5
257.33,263.68,Ses04F_impro02_M023,fru,2.5,3.0,2.5
267.35,274.19,Ses04F_impro02_M024,sad,1.5,2.0,2.0
275.1187,278.9096,Ses04F_impro02_M025,sad,2.0,2.0,2.5
289.87,299.6,Ses04F_impro02_M026,sad,2.0,2.0,2.5
4.6373,7.54,Ses04F_impro03_F000,exc,5.0,4.0,4.5
9.43,13.62,Ses04F_impro03_F001,exc,5.0,4.5,4.5
18.53,20.05,Ses04F_impro03_F002,exc,4.5,4.5,4.5
21.49,25.02,Ses04F_impro03_F003,exc,5.0,5.0,5.0
25.83,27.6331,Ses04F_impro03_F004,exc,5.0,4.5,4.0
27.65,29.283,Ses04F_impro03_F005,exc,4.5,4.0,4.0
30.57,32.97,Ses04F_impro03_F006,exc,4.5,3.5,4.0
39.54,50.47,Ses04F_impro03_F007,exc,4.0,4.0,4.0
50.5,53.28,Ses04F_impro03_F008,xxx,4.0,3.5,4.0
53.3,56.48,Ses04F_impro03_F009,exc,5.0,4.0,4.5
56.48,65.98,Ses04F_impro03_F010,hap,4.0,4.0,4.0
65.98,67.427,Ses04F_impro03_F011,exc,4.5,3.5,3.5
67.9,69.83,Ses04F_impro03_F012,hap,3.5,3.5,4.0
74.64,79.94,Ses04F_impro03_F013,exc,4.0,3.5,4.0
82.13,85.73,Ses04F_impro03_F014,exc,3.5,3.5,3.5
85.73,90.89,Ses04F_impro03_F015,exc,4.0,3.0,4.0
92.77,94.43,Ses04F_impro03_F016,exc,4.5,4.0,3.5
94.83,96.08,Ses04F_impro03_F017,exc,4.5,3.5,4.0
96.51,103.33,Ses04F_impro03_F018,exc,4.0,4.0,3.5
106.21,107.89,Ses04F_impro03_F019,xxx,4.0,2.5,2.5
108.19,110.28,Ses04F_impro03_F020,xxx,3.5,3.0,3.0
110.56,112.18,Ses04F_impro03_F021,xxx,3.0,2.5,3.5
113.02,115.94,Ses04F_impro03_F022,xxx,3.5,4.0,3.5
116.5,118.3,Ses04F_impro03_F023,xxx,3.5,3.0,3.5
123.36,126.15,Ses04F_impro03_F024,xxx,3.0,3.5,3.5
127.95,133.03,Ses04F_impro03_F025,xxx,4.5,4.0,4.5
134.24,136.09,Ses04F_impro03_F026,xxx,4.0,3.5,4.0
141.36,143.51,Ses04F_impro03_F027,xxx,4.0,3.0,4.0
143.53,144.99,Ses04F_impro03_F028,xxx,4.0,3.0,3.5
145.04,150.64,Ses04F_impro03_F029,xxx,4.5,4.0,4.0
150.66,154.28,Ses04F_impro03_F030,xxx,3.5,3.5,4.0
158.36,159.68,Ses04F_impro03_F031,xxx,4.5,4.0,4.0
159.86,161.58,Ses04F_impro03_F032,xxx,4.0,3.0,3.0
164.12,165.42,Ses04F_impro03_F033,xxx,4.0,3.0,3.0
165.7,171.0,Ses04F_impro03_F034,exc,4.0,3.5,4.0
178.83,182.09,Ses04F_impro03_F035,xxx,4.0,3.0,3.5
191.06,192.12,Ses04F_impro03_F036,exc,4.0,3.5,4.0
192.19,193.99,Ses04F_impro03_F037,xxx,4.0,3.5,3.5
193.99,197.96,Ses04F_impro03_F038,exc,4.0,4.0,4.5
199.93,202.49,Ses04F_impro03_F039,xxx,4.0,2.5,3.5
205.46,206.91,Ses04F_impro03_F040,exc,4.5,3.5,3.0
208.97,210.59,Ses04F_impro03_F041,exc,4.5,3.5,3.0
210.64,214.63,Ses04F_impro03_F042,exc,5.0,4.0,4.0
216.2,220.83,Ses04F_impro03_F043,exc,4.5,4.0,4.5
223.91,226.66,Ses04F_impro03_F044,exc,5.0,3.5,3.5
230.65,233.8048,Ses04F_impro03_F045,exc,4.0,3.0,3.5
244.53,249.04,Ses04F_impro03_F046,xxx,3.5,3.5,4.0
249.15,251.22,Ses04F_impro03_F047,exc,4.5,3.0,4.0
258.59,260.65,Ses04F_impro03_F048,exc,3.0,3.5,3.5
262.26,267.51,Ses04F_impro03_F049,xxx,4.5,3.5,4.0
267.59,273.67,Ses04F_impro03_F050,exc,4.0,3.5,4.0
273.6982,277.3952,Ses04F_impro03_F051,exc,4.5,4.0,4.0
279.54,280.91,Ses04F_impro03_F052,exc,4.5,4.0,3.5
7.06,9.98,Ses04F_impro03_M000,neu,3.5,3.0,3.5
12.89,19.57,Ses04F_impro03_M001,neu,4.0,2.5,3.0
20.01,22.6,Ses04F_impro03_M002,sur,4.0,3.0,3.0
23.75,26.27,Ses04F_impro03_M003,exc,4.0,3.0,4.5
26.31,27.99,Ses04F_impro03_M004,exc,4.5,3.5,4.0
29.03,30.77,Ses04F_impro03_M005,exc,4.0,3.5,4.0
32.64,39.97,Ses04F_impro03_M006,xxx,4.0,3.5,4.0
55.37,59.04,Ses04F_impro03_M007,xxx,4.0,3.0,4.0
65.6,66.86,Ses04F_impro03_M008,xxx,4.0,3.0,3.5
67.22,68.81,Ses04F_impro03_M009,xxx,3.5,3.0,3.0
69.51,76.36,Ses04F_impro03_M010,xxx,3.5,3.5,4.0
76.51,79.57,Ses04F_impro03_M011,xxx,4.0,3.0,3.5
79.62,82.43,Ses04F_impro03_M012,xxx,4.0,3.5,4.0
82.43,85.96,Ses04F_impro03_M013,xxx,3.5,3.5,4.0
90.6,93.17,Ses04F_impro03_M014,exc,4.0,3.0,3.5
94.06,95.24,Ses04F_impro03_M015,xxx,4.0,3.0,3.5
95.63,96.83,Ses04F_impro03_M016,xxx,4.0,3.0,2.5
102.78,109.36,Ses04F_impro03_M017,xxx,4.0,2.5,4.0
109.89,111.35,Ses04F_impro03_M018,neu,2.0,2.5,3.0
111.45,114.12,Ses04F_impro03_M019,neu,2.5,3.0,3.5
116.7,125.48,Ses04F_impro03_M020,neu,2.5,3.0,3.5
125.73,128.52,Ses04F_impro03_M021,neu,2.5,4.0,4.0
132.58,134.78,Ses04F_impro03_M022,xxx,4.0,3.5,3.5
135.75,140.31,Ses04F_impro03_M023,fru,4.0,2.5,4.0
140.48,142.93,Ses04F_impro03_M024,xxx,4.0,3.5,3.5
142.97,144.35,Ses04F_impro03_M025,xxx,4.0,3.0,4.0
144.37,146.03,Ses04F_impro03_M026,xxx,4.0,3.5,4.5
153.86,156.64,Ses04F_impro03_M027,neu,4.0,2.5,3.0
157.47,158.68,Ses04F_impro03_M028,neu,3.0,3.0,3.5
159.24,161.43,Ses04F_impro03_M029,neu,3.5,2.5,2.5
161.5058,164.66,Ses04F_impro03_M030,neu,3.5,2.5,2.5
165.14,166.12,Ses04F_impro03_M031,neu,3.5,2.5,2.0
170.53,179.16,Ses04F_impro03_M032,neu,3.5,3.0,3.5
180.78,191.42,Ses04F_impro03_M033,neu,4.0,3.0,4.0
191.79,195.42,Ses04F_impro03_M034,neu,3.5,2.5,3.5
197.64,200.8,Ses04F_impro03_M035,neu,2.0,3.0,4.0
201.56,205.78,Ses04F_impro03_M036,exc,4.5,3.5,4.5
205.78,209.29,Ses04F_impro03_M037,exc,4.5,4.0,4.5
210.13,213.44,Ses04F_impro03_M038,exc,4.5,4.0,4.5
213.47,217.89,Ses04F_impro03_M039,exc,4.0,3.5,4.5
219.17,224.08,Ses04F_impro03_M040,exc,4.0,2.5,4.0
224.1,226.5218,Ses04F_impro03_M041,exc,4.0,3.0,4.0
226.5218,231.4599,Ses04F_impro03_M042,exc,4.0,3.5,4.0
231.4599,233.47,Ses04F_impro03_M043,exc,4.0,3.0,3.0
234.1808,246.27,Ses04F_impro03_M044,xxx,3.0,2.5,3.5
248.59,250.64,Ses04F_impro03_M045,xxx,2.5,2.5,3.0
250.7,256.47,Ses04F_impro03_M046,xxx,3.5,2.5,3.0
256.61,262.59,Ses04F_impro03_M047,neu,2.5,3.5,4.5
271.59,273.79,Ses04F_impro03_M048,xxx,3.5,2.5,3.5
276.91,279.72,Ses04F_impro03_M049,xxx,4.0,2.5,3.5
280.58,282.5646,Ses04F_impro03_M050,xxx,4.5,3.5,3.0
11.81,15.6242,Ses04F_impro04_F000,neu,4.0,2.5,3.0
15.85,25.22,Ses04F_impro04_F001,fru,2.0,3.0,4.0
28.23,33.9952,Ses04F_impro04_F002,fru,1.5,3.5,4.0
34.02,46.01,Ses04F_impro04_F003,fru,1.5,4.0,4.5
58.36,67.8,Ses04F_impro04_F004,fru,1.5,5.0,4.5
69.61,74.77,Ses04F_impro04_F005,ang,1.0,4.0,4.5
77.27,80.93,Ses04F_impro04_F006,ang,1.5,4.5,4.0
84.05,87.53,Ses04F_impro04_F007,fru,2.0,3.0,4.0
90.04,103.04,Ses04F_impro04_F008,ang,2.0,4.0,5.0
107.04,110.77,Ses04F_impro04_F009,fru,1.5,4.5,4.5
111.48,114.58,Ses04F_impro04_F010,xxx,1.5,3.5,4.5
114.6,117.48,Ses04F_impro04_F011,ang,1.5,4.0,4.5
120.4504,125.79,Ses04F_impro04_F012,fru,1.5,4.0,4.0
125.86,132.94,Ses04F_impro04_F013,ang,1.5,4.5,4.5
132.94,134.9,Ses04F_impro04_F014,ang,1.5,4.5,4.5
134.9,140.81,Ses04F_impro04_F015,ang,1.5,4.5,4.5
141.54,143.6,Ses04F_impro04_F016,ang,2.0,4.0,3.5
143.61,147.25,Ses04F_impro04_F017,ang,1.5,4.0,4.0
147.35,154.25,Ses04F_impro04_F018,ang,1.5,4.5,4.5
158.66,162.2,Ses04F_impro04_F019,fru,2.0,3.5,3.0
165.48,169.29,Ses04F_impro04_F020,fru,4.0,3.0,3.5
170.23,173.07,Ses04F_impro04_F021,fru,2.0,4.0,4.5
174.56,179.7,Ses04F_impro04_F022,fru,2.0,3.5,4.0
181.09,185.36,Ses04F_impro04_F023,fru,2.5,3.0,3.5
190.3,197.98,Ses04F_impro04_F024,fru,2.5,4.0,4.0
198.58,202.71,Ses04F_impro04_F025,ang,2.0,4.0,4.0
203.86,211.32,Ses04F_impro04_F026,fru,2.5,4.0,4.0
214.23,218.92,Ses04F_impro04_F027,fru,2.0,3.5,4.5
219.28,223.6,Ses04F_impro04_F028,fru,1.5,3.5,3.5
225.26,231.63,Ses04F_impro04_F029,fru,2.0,4.5,4.5
238.06,244.24,Ses04F_impro04_F030,ang,1.5,4.5,5.0
245.78,249.39,Ses04F_impro04_F031,ang,1.5,4.0,4.5
251.21,259.49,Ses04F_impro04_F032,fru,1.5,4.0,4.5
262.7,265.43,Ses04F_impro04_F033,fru,1.5,3.0,4.0
6.65,11.05,Ses04F_impro04_M000,xxx,2.0,3.0,3.5
25.51,28.58,Ses04F_impro04_M001,neu,3.0,3.0,3.0
46.28,51.95,Ses04F_impro04_M002,neu,2.5,2.5,3.0
53.18,57.65,Ses04F_impro04_M003,neu,3.0,2.5,3.0
58.04,59.93,Ses04F_impro04_M004,neu,3.0,2.0,2.0
67.44,69.95,Ses04F_impro04_M005,neu,2.5,2.5,2.0
74.48,77.55,Ses04F_impro04_M006,neu,2.5,2.5,3.5
77.58,79.51,Ses04F_impro04_M007,neu,3.0,2.5,2.5
79.51,84.22,Ses04F_impro04_M008,neu,2.5,2.5,3.5
84.23,91.14,Ses04F_impro04_M009,neu,3.0,3.5,3.5
102.93,107.31,Ses04F_impro04_M010,fru,3.0,2.5,2.5
110.47,111.77,Ses04F_impro04_M011,xxx,3.0,2.5,3.0
113.36,115.73,Ses04F_impro04_M012,xxx,2.5,2.5,3.0
116.65,120.46,Ses04F_impro04_M013,neu,2.5,2.5,3.0
125.37,127.4,Ses04F_impro04_M014,neu,3.0,2.5,3.0
129.42,132.1,Ses04F_impro04_M015,neu,2.5,2.5,2.0
138.21,141.88,Ses04F_impro04_M016,neu,3.0,2.0,3.0
141.91,147.77,Ses04F_impro04_M017,neu,3.0,2.5,3.5
153.9,160.94,Ses04F_impro04_M018,neu,3.0,2.5,2.5
161.85,166.64,Ses04F_impro04_M019,neu,3.5,2.5,3.0
167.43,171.54,Ses04F_impro04_M020,neu,2.5,3.0,3.0
171.54,176.83,Ses04F_impro04_M021,neu,2.5,3.0,3.0
177.33,183.36,Ses04F_impro04_M022,neu,3.0,2.5,2.5
183.92,190.69,Ses04F_impro04_M023,neu,3.0,3.0,2.5
193.64,200.0,Ses04F_impro04_M024,xxx,2.5,3.0,3.5
200.23,205.99,Ses04F_impro04_M025,fru,2.5,3.0,3.5
210.56,215.33,Ses04F_impro04_M026,neu,2.5,3.0,3.0
217.72,219.71,Ses04F_impro04_M027,fru,2.5,3.0,3.0
223.31,226.14,Ses04F_impro04_M028,neu,3.0,3.0,3.0
231.48,238.26,Ses04F_impro04_M029,fru,2.5,3.0,3.5
241.4,244.35,Ses04F_impro04_M030,neu,3.0,3.0,3.0
244.39,246.65,Ses04F_impro04_M031,neu,3.5,2.5,3.0
247.43,251.3448,Ses04F_impro04_M032,xxx,2.5,3.0,3.0
254.13,256.39,Ses04F_impro04_M033,neu,2.5,2.0,3.0
259.0733,263.11,Ses04F_impro04_M034,xxx,3.0,2.5,3.0
7.37,9.93,Ses04F_impro05_F000,fru,3.0,3.5,4.5
12.39,14.4236,Ses04F_impro05_F001,fru,3.0,4.0,3.5
